"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"750","Southeast Airlines Co.","25-35","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"751","Southeast Airlines Co.","71+","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"752","Cool&Young Airlines Inc.","36-46","Male","Silver","1","<-0.75","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"753","Northwest Business Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"754","EnjoyFlying Air Services","47-58","Female","Gold","1","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"755","Cheapseats Airlines Inc.","36-46","Male","Blue","2","<-0.75","Business travel","1","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"756","Northwest Business Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"757","FlyFast Airways Inc.","47-58","Male","Blue","2","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"758","Paul Smith Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"759","Cheapseats Airlines Inc.","71+","Male","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"760","Cheapseats Airlines Inc.","47-58","Male","Silver","1","<-0.75","Business travel","0","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","1"
"761","Southeast Airlines Co.","25-35","Male","Silver","1","0.3768+","Business travel","1+","Eco","<6","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"762","Cheapseats Airlines Inc.","25-35","Male","Gold","1","0.3768+","Business travel","0","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"763","Northwest Business Airlines Inc.","47-58","Female","Gold","2","<-0.75","Personal Travel","1+","Business","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"764","Southeast Airlines Co.","<24","Female","Blue","1","<-0.75","Business travel","1","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"765","Northwest Business Airlines Inc.","57-71","Male","Platinum","1","-0.451 to 0.0588","Business travel","0","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"766","EnjoyFlying Air Services","36-46","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"767","Southeast Airlines Co.","<24","Male","Blue","2","<-0.75","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"768","Oursin Airlines Inc.","<24","Male","Blue","1","0.3768+","Business travel","1","Eco Plus","<6","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"769","Southeast Airlines Co.","25-35","Male","Silver","1","<-0.75","Personal Travel","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"770","GoingNorth Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"771","Southeast Airlines Co.","47-58","Male","Blue","2","<-0.75","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"772","Cheapseats Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"773","Southeast Airlines Co.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"774","FlyFast Airways Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"775","Cheapseats Airlines Inc.","57-71","Female","Gold","1","0.3768+","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"776","Paul Smith Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"777","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco Plus","13-25","0-60 Mins","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","0"
"778","FlyToSun Airlines Inc.","57-71","Female","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"779","Cheapseats Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"780","Sigma Airlines Inc.","<24","Female","Blue","3","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"781","Cool&Young Airlines Inc.","47-58","Male","Silver","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"782","Oursin Airlines Inc.","36-46","Male","Silver","2","0.059 to 0.3768","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"783","EnjoyFlying Air Services","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"784","FlyHere Airways","36-46","Male","Gold","1","0.059 to 0.3768","Mileage tickets","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"785","FlyFast Airways Inc.","36-46","Male","Blue","1","<-0.75","Business travel","1+","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"786","Southeast Airlines Co.","47-58","Female","Blue","1","<-0.75","Mileage tickets","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"787","Oursin Airlines Inc.","47-58","Male","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"788","Southeast Airlines Co.","47-58","Male","Gold","1","-0.451 to 0.0588","Business travel","0","Business","26-38","10 MINS TO 20 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"789","FlyFast Airways Inc.","36-46","Male","Silver","2","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"790","Cheapseats Airlines Inc.","<24","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","38+","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"791","Cool&Young Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"792","FlyFast Airways Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"793","Northwest Business Airlines Inc.","25-35","Male","Platinum","1","0.059 to 0.3768","Business travel","1","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"794","Cheapseats Airlines Inc.","57-71","Female","Blue","2","0.059 to 0.3768","Personal Travel","1","Eco","6-12","5 MINS TO 10 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"795","EnjoyFlying Air Services","47-58","Male","Blue","1","0.3768+","Mileage tickets","1","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"796","Southeast Airlines Co.","47-58","Female","Blue","2","<-0.75","Personal Travel","0","Business","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"797","Oursin Airlines Inc.","36-46","Male","Gold","1","<-0.75","Business travel","1+","Eco","13-25","5 MINS TO 10 MINS","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","1"
"798","Sigma Airlines Inc.","25-35","Female","Blue","2","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"799","Sigma Airlines Inc.","47-58","Male","Gold","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"800","Sigma Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0","0","60 MINS TO 180 MINS","LESS THAN 400 MILES","Yes","0"
"801","Northwest Business Airlines Inc.","47-58","Female","Silver","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"802","EnjoyFlying Air Services","25-35","Female","Gold","1","0.3768+","Business travel","1","Eco","<6","5 MINS TO 10 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"803","Cheapseats Airlines Inc.","47-58","Female","Blue","1","<-0.75","Business travel","1","Eco Plus","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"804","Cheapseats Airlines Inc.","36-46","Female","Silver","2","0.3768+","Personal Travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"805","Northwest Business Airlines Inc.","36-46","Male","Blue","2","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"806","Oursin Airlines Inc.","36-46","Male","Gold","1","0.059 to 0.3768","Personal Travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"807","Southeast Airlines Co.","36-46","Female","Silver","1","-0.451 to 0.0588","Business travel","1+","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"808","Oursin Airlines Inc.","57-71","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"809","Cheapseats Airlines Inc.","25-35","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"810","GoingNorth Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Business","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"811","Cheapseats Airlines Inc.","71+","Male","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"812","Cheapseats Airlines Inc.","25-35","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Business","26-38","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"813","Oursin Airlines Inc.","<24","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"814","OnlyJets Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"815","Sigma Airlines Inc.","36-46","Female","Silver","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"816","Northwest Business Airlines Inc.","47-58","Male","Blue","2","<-0.75","Business travel","0","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"817","Sigma Airlines Inc.","25-35","Male","Silver","1","<-0.75","Business travel","1+","Eco","6-12","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"818","Oursin Airlines Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"819","OnlyJets Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"820","FlyFast Airways Inc.","57-71","Male","Blue","1","<-0.75","Business travel","0","Eco Plus","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"821","Southeast Airlines Co.","71+","Male","Silver","1","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"822","Oursin Airlines Inc.","25-35","Female","Silver","2","0.3768+","Business travel","0","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"823","Northwest Business Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"824","Sigma Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"825","FlyFast Airways Inc.","25-35","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"826","FlyHere Airways","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"827","Cheapseats Airlines Inc.","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"828","Southeast Airlines Co.","47-58","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"829","Cheapseats Airlines Inc.","71+","Female","Blue","1","<-0.75","Personal Travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"830","Cheapseats Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"831","Sigma Airlines Inc.","25-35","Female","Blue","1","0.3768+","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"832","FlyFast Airways Inc.","47-58","Male","Silver","1","-0.451 to 0.0588","Mileage tickets","1","Eco","6-12","10 MINS TO 20 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"833","Paul Smith Airlines Inc.","57-71","Female","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","10 MINS TO 20 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"834","Oursin Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco Plus","38+","10 MINS TO 20 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"835","Sigma Airlines Inc.","<24","Male","Blue","1","<-0.75","Personal Travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"836","Northwest Business Airlines Inc.","71+","Female","Blue","2","<-0.75","Personal Travel","0","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"837","Sigma Airlines Inc.","36-46","Female","Blue","0","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"838","Oursin Airlines Inc.","36-46","Female","Silver","2","<-0.75","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"839","EnjoyFlying Air Services","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"840","Northwest Business Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"841","FlyFast Airways Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Mileage tickets","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"842","Northwest Business Airlines Inc.","47-58","Male","Silver","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"843","GoingNorth Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"844","Sigma Airlines Inc.","25-35","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Business","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"845","FlyFast Airways Inc.","25-35","Female","Gold","2","-0.451 to 0.0588","Mileage tickets","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"846","Sigma Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Business","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"847","Northwest Business Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"848","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"849","Oursin Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","0","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"850","Cheapseats Airlines Inc.","25-35","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","6-12","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"851","Cheapseats Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"852","Sigma Airlines Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","26-38","0-60 Mins","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","0"
"853","Oursin Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","0-60 Mins","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"854","FlyToSun Airlines Inc.","47-58","Female","Blue","0","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"855","Oursin Airlines Inc.","47-58","Male","Blue","0","-0.451 to 0.0588","Business travel","1","Eco","26-38","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"856","Cheapseats Airlines Inc.","47-58","Male","Silver","1","-0.451 to 0.0588","Business travel","0","Eco Plus","26-38","10 MINS TO 20 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"857","Southeast Airlines Co.","47-58","Male","Blue","1","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"858","Sigma Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"859","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"860","Cheapseats Airlines Inc.","57-71","Female","Platinum","1","-0.451 to 0.0588","Mileage tickets","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"861","Paul Smith Airlines Inc.","25-35","Female","Platinum","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"862","Oursin Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","26-38","20 MINS TO 60 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"863","Oursin Airlines Inc.","47-58","Male","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","<6","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"864","Cheapseats Airlines Inc.","25-35","Male","Blue","1","<-0.75","Business travel","1+","Business","13-25","0-60 Mins","60 MINS TO 180 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"865","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"866","Paul Smith Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"867","Sigma Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"868","Southeast Airlines Co.","<24","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"869","FlyFast Airways Inc.","36-46","Male","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"870","Northwest Business Airlines Inc.","36-46","Male","Silver","1","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","5 MINS TO 10 MINS","180+ Minutes","1000.0+ MILES","No","0"
"871","Paul Smith Airlines Inc.","36-46","Female","Gold","1","-0.451 to 0.0588","Business travel","1","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"872","Paul Smith Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","0-60 Mins","180+ Minutes","180+ Minutes","1000.0+ MILES","No","0"
